address,latitude,longitude
千葉県市川市宮久保５－５－２,35.73536995,139.94524971
千葉県市川市大和田４－１５－５,35.71680958,139.91496069
千葉県市川市新田２－２８－１４,35.72647445,139.91278282
千葉県市川市東大和田１－１４－６,35.71455694,139.92516284
千葉県市川市大野町２丁目１８７５番２７,35.75128445,139.95324304
千葉県市川市新井２－１４－１６,35.67449531,139.89516113
千葉県市川市南八幡１－８－１８,35.71828394,139.93071512
千葉県市川市曽谷３－３９－１０,35.74323262,139.92918411
千葉県市川市大洲４－９－３,35.7208672,139.90903875
千葉県市川市末広１－７－１０,35.68526121,139.91943101
千葉県市川市原木４－５－１０,35.69741686,139.9511393
千葉県市川市新浜１－８－２０,35.67685088,139.91888419
千葉県市川市南八幡４－８－１６,35.71921167,139.92654039
千葉県市川市市川１－２１－６,35.73172352,139.90985791
千葉県市川市八幡３－１－１５,35.72349424,139.92821516
千葉県市川市八幡２－１６－６,35.72155293,139.92677365
千葉県市川市行徳駅前２－１７－５,35.68290049,139.91334269
千葉県市川市新田４－７－９,35.7276187,139.90937191
千葉県市川市南行徳１－２０－１３,35.67205117,139.90198566
千葉県市川市八幡１－２－２０,35.72139451,139.93221216
千葉県市川市南八幡４－１６－１７,35.71759531,139.92523219
千葉県市川市市川１－９－２,35.73018489,139.90777753
千葉県市川市塩浜３丁目１７番１２,35.65882177,139.91644339
千葉県市川市二俣新町１７番９外,35.6846154,139.96206672
千葉県市川市高浜町３番３,35.67689768,139.93499685
千葉県市川市二俣７１７番７３,35.69316996,139.95881109
千葉県市川市田尻１－６－２,35.70736342,139.93084879
千葉県船橋市西船５－１９－１６,35.71069283,139.95358588
千葉県船橋市印内２－９－６６,35.71778058,139.96242108
千葉県船橋市藤原１－１２－２０,35.7320537,139.96210401
千葉県船橋市宮本６－２１－１５,35.69941296,139.995519
千葉県船橋市夏見４－２－１５,35.71385304,139.98888293
千葉県船橋市夏見台２－８－２６,35.7201912,139.99298791
千葉県船橋市二和東６－６－５,35.75585722,140.02079772
千葉県船橋市習志野台４－２８－１５,35.71898397,140.04967186
千葉県船橋市三山４－１３－１４,35.70152756,140.05025567
千葉県船橋市前原西２－４１－３,35.6951777,140.02050597
千葉県船橋市古作４－７－５,35.72203832,139.96534294
千葉県船橋市本中山３丁目５８３番７,35.7096793,139.94473659
千葉県船橋市三山１－１８－１２,35.69597254,140.04572021
千葉県船橋市飯山満町３丁目１３７４番３２,35.71309256,140.02800168
千葉県船橋市西習志野１－３１－１０,35.72377755,140.03291478
千葉県船橋市葛飾町２丁目４１０番２外,35.70636555,139.95624416
千葉県船橋市東中山１－４－６,35.71319802,139.95422742
千葉県船橋市東船橋１－１８－２０,35.6980354,140.00204074
千葉県船橋市山手２－１３－３７,35.71455031,139.97208153
千葉県船橋市咲が丘４－１７－１３,35.75824629,140.02843
千葉県船橋市本町７－１５－３,35.70480691,139.98315039
千葉県船橋市本町４－２８－１６,35.69840481,139.98946954
千葉県船橋市上山町２丁目３０８番４,35.73162316,139.975664
千葉県船橋市北本町２－６７－１０,35.71456408,139.98351391
千葉県船橋市前貝塚町２５５番１０２,35.72828189,139.98339124
千葉県船橋市旭町２－１４－１５,35.73644206,139.99022926
千葉県船橋市藤原６－１３－６,35.74512434,139.98041314
千葉県船橋市丸山５－３３－１１,35.74335794,139.99380369
千葉県船橋市丸山３－２７－１５,35.75280685,139.99377004
千葉県船橋市飯山満町２丁目４１９番１５,35.70660138,140.01622801
千葉県船橋市海神３－２３－３５,35.70773999,139.97631752
千葉県船橋市馬込西２－１－１８,35.736231,139.99518439
千葉県船橋市小室町３２３７番,35.78740931,140.07038873
千葉県船橋市前原東５－２７－４,35.70026907,140.03412947
千葉県船橋市三山６－１５－９,35.70307748,140.05628558
千葉県船橋市金杉７－３３－３,35.73153465,140.01759925
千葉県船橋市習志野台５－２４－２２,35.71542335,140.05550201
千葉県船橋市七林町４３７番３８,35.71644788,140.0358259
千葉県船橋市習志野台２－６６－１１,35.72521106,140.04882174
千葉県船橋市新高根６－１８－１,35.72443841,140.02522934
千葉県船橋市新高根５－２３－２３,35.7298684,140.02761228
千葉県船橋市咲が丘１－１７－２０,35.76082904,140.02099174
千葉県船橋市湊町３－１７－９,35.6898143,139.98262323
千葉県船橋市西船１－５－２,35.70815954,139.96679883
千葉県船橋市本郷町６２５番３,35.70666006,139.95216391
千葉県船橋市前原西１－１９－９,35.69634409,140.01297323
千葉県船橋市金杉５－２７－１０,35.73864489,140.01521866
千葉県船橋市大穴南１－１２－２４,35.74065618,140.03053387
千葉県船橋市坪井西１－５－１５,35.73219653,140.05258504
千葉県船橋市高野台３－１７－１３,35.76885688,140.02936204
千葉県船橋市三山９－２６－９,35.6933814,140.0612994
千葉県船橋市高根台６－８－６,35.72830207,140.03402562
千葉県船橋市夏見３－９－２４,35.71107282,139.98488892
千葉県船橋市坪井東２－８－６,35.73169397,140.05950667
千葉県船橋市薬円台５－１４－１９,35.71096801,140.03962298
千葉県船橋市習志野台６－２２－１４,35.72119217,140.05567129
千葉県船橋市田喜野井７－２３－１３,35.70460498,140.04861127
千葉県船橋市藤原２－９－１１,35.73379513,139.96763127
千葉県船橋市本中山６－６－３,35.7051661,139.94262579
千葉県船橋市山野町１１６番１,35.70480449,139.96285204
千葉県船橋市西船２－６－１４,35.71258673,139.9679847
千葉県船橋市前貝塚町１０１２番２４,35.72486009,139.97928059
千葉県船橋市上山町３丁目５３１番４０,35.73753079,139.98396032
千葉県船橋市宮本８－９－６,35.69130284,140.00022729
千葉県船橋市駿河台２－４－１３,35.70468204,140.01152297
千葉県船橋市二和西１－４－１２,35.74636612,140.00990494
千葉県船橋市飯山満町３丁目１７０９番７２,35.71703107,140.03211509
千葉県船橋市東船橋３－９－１３,35.70054908,140.00705688
千葉県船橋市前原東３－４－７,35.6935252,140.02579168
千葉県船橋市夏見台３－２３－３１,35.72411852,139.9910685
千葉県船橋市二宮１－１４－６,35.70696822,140.0273881
千葉県船橋市芝山３－９－１２,35.71860843,140.01992721
千葉県船橋市高根町１１９３番２外,35.72208565,140.01234724
千葉県船橋市松が丘３－６７－１,35.73915134,140.05027103
千葉県船橋市大穴北３－２１－２０,35.7500362,140.04331558
千葉県船橋市八木が谷３－１１－２０,35.76328793,140.03295668
千葉県船橋市薬円台２－１１－１,35.70945997,140.04605856
千葉県船橋市松が丘１－２－２,35.73248241,140.04451352
千葉県船橋市神保町４０番８,35.75902527,140.05625148
千葉県船橋市海神４－１５－１０,35.7073123,139.97392051
千葉県船橋市前貝塚町７７２番３,35.72812636,139.97949157
千葉県船橋市東中山２－１４－４６,35.71738909,139.95474947
千葉県船橋市二和東５－６－１３,35.75177425,140.02125353
千葉県船橋市夏見６－１９－３,35.71449463,139.99623505
千葉県船橋市南本町２４－５,35.69611639,139.97784003
千葉県船橋市本町４－３－２０,35.70063515,139.98630584
千葉県船橋市宮本５－１－１０,35.69606337,139.99239439
千葉県船橋市湊町１－１－１８,35.69518026,139.98481172
千葉県船橋市本中山１－７－１０,35.7157284,139.94585576
千葉県船橋市西船４－１８－１５,35.70959009,139.95781893
千葉県船橋市前原西２－１３－１３,35.69270022,140.02167266
千葉県船橋市前原西２－３２－１０,35.69427229,140.02313911
千葉県船橋市三山８－２－１,35.69653652,140.05514151
千葉県船橋市本町７－１２－１４,35.7044375,139.98403089
千葉県船橋市南本町１－１,35.69711344,139.98077309
千葉県船橋市本町５－３－３,35.70221246,139.98658492
千葉県船橋市本町１－１０－１１,35.69865762,139.98464494
千葉県船橋市東船橋２－１０－２０,35.70064348,140.00439321
千葉県船橋市本町５－１１－３,35.70276266,139.98817782
千葉県船橋市印内町５９９番３外,35.70665157,139.95840788
千葉県船橋市本郷町４５６番１外,35.70820149,139.95374984
千葉県船橋市本町６－３－９,35.70385421,139.98701122
千葉県船橋市市場５－８－２０,35.70469576,140.00033783
千葉県船橋市市場２－１－３０,35.7062178,139.99263288
千葉県船橋市高瀬町６２番７,35.67431337,139.99548669
千葉県船橋市日の出２－１７－１,35.68300135,139.97836551
千葉県船橋市習志野４丁目７２番４外,35.71303742,140.04991922
千葉県船橋市藤原３－１８－２３,35.74056097,139.97731911
千葉県船橋市潮見町２０番３,35.67656348,139.96775268
千葉県船橋市習志野台８－４７－１４,35.71897033,140.06340122
千葉県船橋市栄町２－４－２５,35.68844796,139.97469337
千葉県館山市北条字鶴ケ谷２０９０番２外,34.99403605,139.85995782
千葉県館山市那古字溜１５３６番２８,35.02436768,139.85901291
千葉県館山市宮城字寺下１１６３番１１,34.98240662,139.83915157
千葉県館山市長須賀字塩焚８６番１２,34.98908683,139.86257155
千葉県館山市北条字浜通１８６６番５外,34.99403605,139.85995782
千葉県館山市北条字六軒町１７２１番７,34.99928549,139.8672598
千葉県木更津市文京２－２－１６,35.37735139,139.93055072
千葉県木更津市岩根４－５－２,35.41428459,139.92937408
千葉県木更津市本郷１－４－２４,35.40899929,139.93679281
千葉県木更津市貝渕３－１２－４６,35.37129379,139.9192939
千葉県木更津市朝日１－３－３,35.38506406,139.92862044
千葉県木更津市羽鳥野２丁目２５番４,35.34288144,139.94663362
千葉県木更津市畔戸字山中後６０５番,35.42121399,139.91183104
千葉県木更津市幸町２－６－７,35.37162718,139.92792065
千葉県木更津市港南台５丁目５番１８,35.348911,139.91267823
千葉県木更津市茅野字西本村６２４番７,35.36388549,140.06192896
千葉県木更津市桜井新町５丁目７番３,35.36428931,139.9193135
千葉県木更津市清川２－８－８,35.38800563,139.96445934
千葉県木更津市畑沢２－８－５,35.34782217,139.90449845
千葉県木更津市請西南３丁目３３番５,35.35899849,139.94615534
千葉県木更津市畑沢南５－４－２３,35.33934013,139.90410421
千葉県木更津市岩根１－２－２,35.40875475,139.92581051
千葉県木更津市清見台２－５－２１,35.38377582,139.94681483
千葉県木更津市真舟４－１１－６,35.35966508,139.93364807
千葉県木更津市中里１－４－５,35.39312376,139.92170493
千葉県木更津市ほたる野４丁目１７番７,35.37608225,139.96627603
千葉県木更津市有吉字宿１７８１番,35.40387838,139.98183286
千葉県木更津市請西２－２１－３,35.37346595,139.94096906
千葉県木更津市太田３－６－２,35.37747926,139.93816642
千葉県木更津市高砂３－２－１８,35.41513456,139.935829
千葉県木更津市高柳字西ノ谷２０７７番２,35.4123767,139.9419505
千葉県木更津市中島字中ノ組２１９３番,35.38561924,139.9109642
千葉県木更津市真里谷字内屋敷８３８番,35.36763228,140.06488142
千葉県木更津市矢那字上中郷３５８４番１,35.35623215,139.9613323
千葉県木更津市請西東２丁目１１番１４,35.37061636,139.94737137
千葉県木更津市茅野七曲字前田１３４番２外,35.34940722,140.08595551
千葉県木更津市太田１－１４－５,35.38288134,139.94064087
千葉県木更津市清見台南３－１０－３,35.37832921,139.95577065
千葉県木更津市小浜字浜ノ谷３１３番,35.35500169,139.90866186
千葉県木更津市江川字新川田１５５７番３９,35.40155018,139.91685558
千葉県木更津市清見台東３－８－４,35.38268138,139.96053438
千葉県木更津市若葉町１２番２,35.40506959,139.94863838
千葉県木更津市桜井字南町７０４番６５,35.36567518,139.91753586
千葉県木更津市金田東４丁目１９番５,35.42907721,139.93793142
千葉県木更津市新田１－５－２０,35.37788172,139.92237125
千葉県木更津市東中央１－３－８,35.38148405,139.92832601
千葉県木更津市東中央２－３－２０,35.38028152,139.93156168
千葉県木更津市中央２－５－１３,35.38408629,139.92135197
千葉県木更津市岩根３－１０－２８,35.41414852,139.93137112
千葉県木更津市東中央３－３－１３,35.37968447,139.93608051
千葉県木更津市請西１－５－１６,35.36345343,139.93693099
千葉県木更津市富士見１－１１－１７,35.38038416,139.92501812
千葉県木更津市中央３－１５－７,35.38504443,139.91822176
千葉県木更津市朝日２－２－２３,35.38423926,139.93203385
千葉県木更津市東太田２－１４－２２,35.37631561,139.95144032
千葉県木更津市潮見２丁目１０番２外,35.37342952,139.91521097
千葉県木更津市潮見７丁目７番,35.3609425,139.91179205
千葉県木更津市潮見５丁目１番３８外,35.36655003,139.91596378
千葉県木更津市潮浜１丁目１７番１１４,35.37657344,139.91263067
千葉県松戸市松戸字神田１０９８番３外,35.77852165,139.8974357
千葉県松戸市樋野口字大道通９１２番５,35.79093395,139.89497136
千葉県松戸市松戸字米山２２６５番３５,35.77852165,139.8974357
千葉県松戸市小金きよしケ丘１丁目１２番１５,35.83303855,139.93481301
千葉県松戸市小金清志町２丁目５６番７外,35.82677502,139.92678634
千葉県松戸市東平賀字源内１０４番３６,35.83352473,139.93700995
千葉県松戸市五香４丁目１１番６,35.79519232,139.97800805
千葉県松戸市常盤平双葉町８番９,35.79686345,139.94791165
千葉県松戸市小金原７丁目２４番１１,35.81644443,139.95237333
千葉県松戸市常盤平陣屋前２番８,35.79525187,139.94002054
千葉県松戸市三矢小台３丁目１６番１２,35.76626505,139.90313846
千葉県松戸市小山字町田１２１番２,35.77497498,139.89566924
千葉県松戸市岩瀬字住吉町２３番３外,35.78472068,139.906482
千葉県松戸市栄町７丁目５４４番３,35.81032887,139.90913591
千葉県松戸市新松戸３丁目１７３番３,35.8235165,139.91614588
千葉県松戸市五香６丁目９番３,35.79903342,139.96923372
千葉県松戸市五香南３丁目１４番１２,35.78879861,139.97761384
千葉県松戸市稔台７丁目１２番３,35.78726837,139.92858818
千葉県松戸市松戸新田字東中町４９０番８３,35.77849368,139.91377077
千葉県松戸市北松戸２丁目１５番３,35.7991387,139.9156745
千葉県松戸市根木内字辻３５３番１１,35.82719278,139.94642869
千葉県松戸市岩瀬字中ノ町６３０番２３,35.78472068,139.906482
千葉県松戸市馬橋字上ノ台３３７７番外,35.81154026,139.91895159
千葉県松戸市小金原４丁目２３番６,35.82245688,139.93964915
千葉県松戸市南花島２丁目２５番４,35.79278088,139.90810347
千葉県松戸市古ケ崎２丁目３１４８番２外,35.79764421,139.90025947
千葉県松戸市中和倉字荒井堤西１５３番５外,35.80635503,139.92452905
千葉県松戸市六実３丁目２２番１２,35.79196748,139.99693168
千葉県松戸市五香西２丁目３０番２３,35.79229792,139.963918
千葉県松戸市和名ケ谷字山宮地８４９番９,35.77825804,139.92557512
千葉県松戸市上本郷字前田２８００番,35.80084975,139.91906575
千葉県松戸市河原塚字宮ノ台３５１番３２,35.77808369,139.94049056
千葉県松戸市西馬橋１丁目３０番７,35.81765054,139.91667106
千葉県松戸市下矢切字南台１８３番４,35.75872187,139.89938323
千葉県松戸市新松戸南３丁目１７２番３,35.82106362,139.90486929
千葉県松戸市串崎南町５０番,35.77730992,139.96035245
千葉県松戸市秋山字道崎３８９番３０,35.76044937,139.92909488
千葉県松戸市高塚新田字北谷台６４１番５２,35.75178694,139.94282449
千葉県松戸市二ツ木字上ノ台１６４２番,35.81977016,139.92441188
千葉県松戸市中金杉４丁目１２１番,35.8407535,139.92165025
千葉県松戸市上本郷字三丁目４１９６番２,35.79331983,139.91391666
千葉県松戸市新松戸６丁目２４番外,35.82601596,139.91021026
千葉県松戸市横須賀１丁目２１番３外,35.83560954,139.91599262
千葉県松戸市牧の原２丁目１０７番１,35.78882812,139.95116148
千葉県松戸市六高台４丁目１０１番外,35.79914456,139.99291228
千葉県松戸市馬橋字中道北割１７６６番１２,35.81154026,139.91895159
千葉県松戸市日暮４丁目１２番２,35.78641903,139.93757933
千葉県松戸市八ケ崎緑町３００番,35.81493495,139.92968662
千葉県松戸市常盤平１丁目１６番８,35.80521798,139.94910514
千葉県松戸市小金きよしケ丘３丁目１６番１外,35.82701984,139.93364395
千葉県松戸市中和倉字一反割５８３番４,35.80635503,139.92452905
千葉県松戸市松飛台字御立場３０番８,35.78707925,139.96760098
千葉県松戸市五香１丁目２０番２１,35.79463397,139.96863121
千葉県松戸市大谷口字外番場３５６番２２,35.83424325,139.92166991
千葉県松戸市八ケ崎７丁目１１番２４,35.81215174,139.92653146
千葉県松戸市八ケ崎３丁目２５番２,35.8125302,139.93756665
千葉県松戸市二十世紀が丘丸山町２４番,35.7698394,139.9109379
千葉県松戸市上矢切字菰田１１３３番２０,35.7723533,139.889028
千葉県松戸市横須賀２丁目１番１０外,35.83404837,139.90960441
千葉県松戸市常盤平６丁目７番１４,35.79631111,139.95685488
千葉県松戸市八ケ崎６丁目６２番１８,35.80658887,139.93232852
千葉県松戸市松戸新田字庚申前４３５番５６,35.77849368,139.91377077
千葉県松戸市竹ケ花字西町３０８番４２,35.79352525,139.90187898
千葉県松戸市栄町４丁目２４３番１０外,35.80461284,139.90372827
千葉県松戸市河原塚字南山１６５番６６,35.77808369,139.94049056
千葉県松戸市新松戸７丁目２５９番１,35.83044862,139.89978323
千葉県松戸市幸谷３３６番３,35.8218697,139.92088158
千葉県松戸市秋山２丁目２０番２６,35.76712351,139.93416649
千葉県松戸市千駄堀字前新田１７７８番外,35.79402914,139.93324583
千葉県松戸市八ケ崎２丁目１番７,35.81920407,139.93244448
千葉県松戸市東松戸１丁目２０番１１,35.77435364,139.94763175
千葉県松戸市本町１番１１,35.78413475,139.89981305
千葉県松戸市西馬橋蔵元町１２番,35.81273993,139.91475473
千葉県松戸市仲井町３丁目２１番,35.78864544,139.91737503
千葉県松戸市下矢切字栄町６９番４,35.75872187,139.89938323
千葉県松戸市松戸字亀井１１６８番４,35.77852165,139.8974357
千葉県松戸市日暮１丁目１５番１７,35.79096335,139.94054845
千葉県松戸市常盤平３丁目２９番１１,35.79942442,139.95228582
千葉県松戸市新松戸３丁目１８番２,35.8206609,139.90764407
千葉県松戸市松戸字三丁目１７９１番１外,35.82309166,139.91844567
千葉県松戸市日暮１丁目７番１,35.79149373,139.93884851
千葉県松戸市新松戸１丁目３６７番３,35.8274135,139.9208147
千葉県松戸市小金字天王脇４４番８,35.82747526,139.9323274
千葉県松戸市南花島３丁目４０番５,35.78914518,139.91006468
千葉県松戸市松戸字中通１２２５番１外,35.793778,139.90537586
千葉県松戸市本町１２番１７,35.78545405,139.89762424
千葉県松戸市東松戸３丁目６番６外,35.77060093,139.94264344
千葉県松戸市松飛台字中原３３６番１７,35.78001553,139.96423519
千葉県野田市清水字出井ノ下６７３番５５,35.95052797,139.8549537
千葉県野田市日の出町９番２４,35.98722346,139.83871237
千葉県野田市宮崎新田字神明前１２６番４８,35.94890916,139.87119091
千葉県野田市野田字上谷向５０９番７,35.92929467,139.90176823
千葉県野田市みずき２丁目１６番３,35.92253974,139.88672549
千葉県野田市岡田字下尻坪５８８番２８,36.01615906,139.82614044
千葉県野田市上花輪字太子堂１４２０番３,35.93490212,139.86945348
千葉県野田市木間ケ瀬字上羽貫７３０番３９,36.03140757,139.83020615
千葉県野田市清水字下原付２５５番１４,35.95052797,139.8549537
千葉県野田市柳沢新田字中耕地２７２番３３,35.95867193,139.86859632
千葉県野田市山崎字山崎新田２７２１番１６,35.92468953,139.90025485
千葉県野田市岩名１丁目２０番１２,35.97648828,139.83185209
千葉県野田市関宿台町字東十一２５４６番１,36.08391767,139.79140625
千葉県野田市山崎字北山１５２５番１６,35.92468953,139.90025485
千葉県野田市岩名字香取脇１１０５番４,35.97792714,139.83555169
千葉県野田市尾崎字南谷原９０２番２６,35.97951029,139.83434619
千葉県野田市春日町４３番１３,35.97745796,139.84505927
千葉県野田市宮崎新田字中畔ケ谷７９番２０,35.94890916,139.87119091
千葉県野田市花井新田字横内前２６６番２１外,35.93648249,139.88085809
千葉県野田市上花輪新町２９番２,35.936327,139.86510093
千葉県野田市桜台字原ノ内１９５番４６,35.93484931,139.87453645
千葉県野田市山崎字西亀山２６９５番２０,35.92468953,139.90025485
千葉県野田市三ツ堀字灰毛９６９番１４７,35.94026646,139.92020482
千葉県野田市山崎字上宿１６０６番３３,35.92468953,139.90025485
千葉県野田市なみき２丁目３３番２,36.03817048,139.82125365
千葉県野田市中野台字榎内４０７番３３,35.94358721,139.85539015
千葉県野田市三ツ堀字浄法寺前１３７４番８外,35.94026646,139.92020482
千葉県野田市光葉町２丁目１１番１８,35.97010328,139.84950631
千葉県野田市つつみ野２丁目１１番１２,35.94474241,139.84676598
千葉県野田市岩名２丁目４６番１８,35.97106949,139.83743794
千葉県野田市清水公園東２丁目８番１３,35.95714136,139.8629053
千葉県野田市野田字東上町５８４番１,35.96185461,139.86044987
千葉県野田市尾崎字堂山３０７番８外,35.97951029,139.83434619
千葉県野田市山崎字宿１８７３番１外,35.92468953,139.90025485
千葉県野田市中根新田字鹿島原１８番９５外,35.94622326,139.87766301
千葉県野田市中里字尾崎境１４３番１０外,35.99233972,139.84348135
千葉県野田市西三ケ尾字溜台３４０番１３外,35.93467543,139.92086053
千葉県野田市泉３丁目４番１外,35.97969433,139.86405766
千葉県茂原市長清水１７番,35.41990061,140.29487816
千葉県茂原市萩原町１丁目３７番,35.43912545,140.29979367
千葉県茂原市道表２番１７,35.42995189,140.28794862
千葉県茂原市長尾字田尻２３３３番１４,35.44909317,140.29987113
千葉県茂原市東茂原字古川１３番１０３,35.4145822,140.31741676
千葉県茂原市下太田字日ノ詰８０番１外,35.48041678,140.28083501
千葉県茂原市千代田町１丁目４番２,35.42575822,140.30268515
千葉県茂原市八千代２丁目１２番１０外,35.42343899,140.29371998
千葉県茂原市小林字南向田２００３番１外,35.44826537,140.29471899
千葉県茂原市木崎字仲道３０５番９外,35.42844415,140.31433344
千葉県成田市東町２４０番４外,35.78229266,140.32148593
千葉県成田市はなのき台２丁目８番１７,35.77614584,140.28347054
千葉県成田市飯田町字東向野１７２番１０７,35.76578602,140.29823317
千葉県成田市幸町１０１４番２５,35.78305912,140.30985365
千葉県成田市囲護台２丁目６番４,35.77751255,140.30850397
千葉県成田市宗吾３丁目５６７番１６,35.7590536,140.27863289
千葉県成田市名古屋字横峰１３７４番３１０,35.85046277,140.3548212
千葉県成田市土屋字上代９２６番５,35.7893223,140.31397248
千葉県成田市猿山字間敷５４６番,35.8764702,140.34886296
千葉県成田市寺台字保目４１４番１,35.78503966,140.32531609
千葉県成田市囲護台１２５７番３,35.77484064,140.30934287
千葉県成田市桜田字政所８４７番１外,35.84367395,140.45630346
千葉県成田市並木町字角林谷１３２番３,35.7573954,140.3062327
千葉県成田市三里塚字馬場２５３番２７,35.74500929,140.37575337
千葉県成田市本三里塚字宮下西１９９番２９,35.75323061,140.36862042
千葉県成田市押畑字山ノ下１８４５番,35.8066064,140.31168301
千葉県成田市吉岡字来光台５６０番４２,35.81493765,140.40649788
千葉県成田市玉造７丁目１０番１２,35.7902441,140.28884158
千葉県成田市不動ヶ岡字向山１７１４番１４外,35.76340038,140.31318729
千葉県成田市江弁須字珍重２２０番２８,35.76791355,140.29502511
千葉県成田市美郷台３丁目７番２５,35.79357455,140.30991711
千葉県成田市公津の杜２丁目２２番３,35.75972284,140.29844449
千葉県成田市中台６丁目３番１０,35.7843978,140.30022675
千葉県成田市宗吾４丁目６番９,35.75840645,140.27580267
千葉県成田市北須賀字大坂１６２番外,35.7878048,140.25652875
千葉県成田市荒海字下塚１１７番１外,35.83614237,140.32857708
千葉県成田市はなのき台１丁目２２番１３,35.77873718,140.28409814
千葉県成田市松崎字湯川１６３３番１５,35.80640868,140.29022951
千葉県成田市花崎町８３９番３６,35.77821533,140.31491723
千葉県成田市幸町４７４番２外,35.78377852,140.3145032
千葉県成田市ウイング土屋６３番,35.79459122,140.31843853
千葉県成田市花崎町８２８番５０,35.77710156,140.31443675
千葉県成田市公津の杜１丁目２６番２,35.76169757,140.29680844
千葉県成田市新泉２０番,35.80855146,140.35410654
千葉県佐倉市千成２－１５－１４,35.72497496,140.24160973
千葉県佐倉市鏑木町字船尾余２０８番５外,35.7139483,140.22638875
千葉県佐倉市南臼井台１６－１１,35.73067226,140.17269623
千葉県佐倉市中志津２－１８－３,35.71184861,140.15525539
千葉県佐倉市井野字油免１０８４番１０,35.72619971,140.14593821
千葉県佐倉市染井野５丁目１５番４,35.72066282,140.18906443
千葉県佐倉市田町字鍛治作谷津２２番４５,35.72496333,140.22285018
千葉県佐倉市山王１丁目１５番７,35.68628439,140.20402805
千葉県佐倉市鏑木町１丁目７番７３,35.7138566,140.22458057
千葉県佐倉市上座字六所１２０７番７,35.73059123,140.15780885
千葉県佐倉市上座字土引田４３８番８,35.71945354,140.15843478
千葉県佐倉市王子台６丁目１９番４,35.72012653,140.18020152
千葉県佐倉市西志津５－１１－３３,35.71044794,140.13513322
